리뷰,음식유형,리뷰2,리뷰3,리뷰4,label,리뷰5,new리뷰,토큰화된리뷰
면은 크게 바뀐게 없는데 텐카스는 눅눅하고 딱딱하고 튀김은 튀김옷이 두꺼워서 씹다보면 새우랑 단호박이 먼저사라져요 처음드시면 한번정돈 드셔봐도 될건데 예전에 드셔본적 있으시면 비추할게요,일식,"['없다', '눅눅하다', '딱딱하다', '두껍다', '있다']",없다 눅눅하다 딱딱하다 두껍다 있다,없다 눅눅하다 딱딱하다 두껍다 있다,0,"['없다', '눅눅하다', '딱딱하다', '두껍다', '있다']","['없다', '눅눅하다', '딱딱하다', '두껍다', '있다']","[3, 151, 86, 178, 4]"
제 입엔 너무 싱거웠지만 건데기는 많이 들어있네요,한식,['싱겁다'],싱겁다,싱겁다,0,['싱겁다'],['싱겁다'],[52]
주말에 음식이 빨리 채워졌으면 좋겠어요,양식,['좋다'],좋다,좋다,1,['좋다'],['좋다'],[2]
소풍쉐이크 강추합니다 커피도 뷰도 맛잇어요,카페,['추하다'],추하다,추하다,0,['추하다'],['추하다'],[40]
와플이 맛있어요 ,디저트,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
그람이라 양도 많고 부드러운 육질 너무 맛나요ㅠㅠ 초등 아이들도 배불리 잘 먹어서 더 좋아요,한식,"['많다', '부드럽다', '좋다']",많다 부드럽다 좋다,많다 부드럽다 좋다,1,"['많다', '부드럽다', '좋다']","['많다', '부드럽다', '좋다']","[8, 36, 2]"
마제소바 너무 맛있어요,일식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
완전 깔끔하고 초록초록한 인테리어가 마음에 들어요 ,양식,['깔끔하다'],깔끔하다,깔끔하다,1,['깔끔하다'],['깔끔하다'],[15]
저렴하고 맛나요,한식,['저렴하다'],저렴하다,저렴하다,1,['저렴하다'],['저렴하다'],[68]
테이블이 여럿 비어있던 평일 런치 예약하고 갔습니다 오더가 꽤 여러번 묵살되어 불편을 겪었네요  메뉴설명시 목소리가 너무 작아요 꼭 두어번씩 되묻게 됐습니다  물 브레드 등 다른 요구를 최소 두번씩 해야만 했어요 아예 잊은 듯 보였구요  디저트 음료 주문 역시 제대로 기억 못하고 계시더라고요 이 모든 것을 떠나서 불친절했습니다메뉴설명을 유창하게 해주실 필요는 없지만 적어도 들리게는 해주셔야 합니다 저번 월 방문시에도 서비스 문제로 불쾌했는데요 전반적인 개선 교육이 필요하게 보이네요 음식은 맛있었어요 ,양식,"['작다', '계시다', '불친절하다', '유창하다', '없다', '불쾌하다', '필요하다', '맛있다']",작다 계시다 불친절하다 유창하다 없다 불쾌하다 필요하다 맛있다,작다 계시 다 불친절하다 유창하다 없다 불쾌하다 필요하다 맛있다,0,"['작다', '계시', '불친절하다', '유창하다', '없다', '불쾌하다', '필요하다', '맛있다']","['작다', '계시', '불친절하다', '유창하다', '없다', '불쾌하다', '필요하다', '맛있다']","[44, 63, 14, 3, 76, 57, 1]"
가게 내부 소음이 심해서 조금 아쉬웠어요,양식,"['심하다', '아쉽다']",심하다 아쉽다,심하다 아쉽다,0,"['심하다', '아쉽다']","['심하다', '아쉽다']","[47, 10]"
이날은 고기가 질겨서 조금 아쉬웠어요ㅠㅠ 그런데 투움바말고 매콤한 토마토스파게티 같은걸 시켰는데 느끼한 스테이크랑 조합이 괜찮았습니다,양식,"['아쉽다', '같다', '느끼하다', '괜찮다']",아쉽다 같다 느끼하다 괜찮다,아쉽다 같다 느끼하다 괜찮다,0,"['아쉽다', '같다', '느끼하다', '괜찮다']","['아쉽다', '같다', '느끼하다', '괜찮다']","[10, 5, 26, 17]"
분위기 인테리어 맛있는 디저트와 음료까지 빠지는것 하나없이 좋은것 같습니다 특히 매장 바로 앞 바다가 있어 더욱 더 좋은것 같습니다,카페,"['맛있다', '좋다', '같다', '있다', '좋다', '같다']",맛있다 좋다 같다 있다 좋다 같다,맛있다 좋다 같다 있다 좋다 같다,1,"['맛있다', '좋다', '같다', '있다', '좋다', '같다']","['맛있다', '좋다', '같다', '있다', '좋다', '같다']","[1, 2, 5, 4, 2, 5]"
친구들이랑 갑자기 생각나서 갔는데 생각보다 너무 맛있어서 만족했어요그 수제딤섬 시에 나오는데 입에서 녹았습니다,양식,"['맛있다', '만족하다']",맛있다 만족하다,맛있다 만족하다,1,"['맛있다', '만족하다']","['맛있다', '만족하다']","[1, 35]"
여기 꽈베기가 진짜 맛있는거 알죠 ㅎㅎㅎ진짜 맛잇어요 ㅎㅎ 꼭 드셔보세요 ,디저트,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
어린이들 데리고 왔습니다음료무한리필셀프과 쌀밥서비스 셀프귀여운 로봇친구가 배달도 해줘요 ㅎㅎ방문할때마다 아이들과 맛있게 먹고 갑니다전 올때마다 노래가 좋네요 저희아이들이 엄청 시끄러운데노래소리에 좀 묻히기도하고전 노래들으며 스트레스 좀 풀고 갑니다 또 올께요다음에 또 올꺼예요 돌돌 파스타 오늘도 수고하셨습니다 ,양식,"['귀엽다', '맛있다', '좋다', '시끄럽다']",귀엽다 맛있다 좋다 시끄럽다,귀엽다 맛있다 좋다 시끄럽다,1,"['귀엽다', '맛있다', '좋다', '시끄럽다']","['귀엽다', '맛있다', '좋다', '시끄럽다']","[228, 1, 2, 29]"
와진빼이인정성남동안에서 캠프느낌내고 불쇼에 사장님넉넉한인심이느껴지는서비스까지메인요리에 는 말할것도없고 김치찌개는진짜엄마미안해 소리나옴,한식,"['넉넉하다', '없다', '미안하다']",넉넉하다 없다 미안하다,넉넉하다 없다 미안하다,0,"['넉넉하다', '없다', '미안하다']","['넉넉하다', '없다', '미안하다']","[111, 3, 85]"
힐링하기 좋은곳 넓은 공간에 뷰를 보면서 쉬기 좋네요디저트도 다양해서 좋았습니다,카페,"['좋다', '넓다', '좋다', '다양하다', '좋다']",좋다 넓다 좋다 다양하다 좋다,좋다 넓다 좋다 다양하다 좋다,1,"['좋다', '넓다', '좋다', '다양하다', '좋다']","['좋다', '넓다', '좋다', '다양하다', '좋다']","[2, 16, 2, 30, 2]"
성인네명 아이하나 갔어요음식도 맛있고 세심하게 챙겨주셔서 너무 감사했습니다담엔 데이트하러가야겠어요,양식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
숯불 향이 너무 좋고 고기도 너무 부드러워요 ㅎㅎ가족이랑 오기도 좋고 편하게 데이트하기 좋은 곳 같아요 가게가 넓고 바깥에 호수도 있어서 사진 찍기도 좋아요 ㅎㅎ,한식,"['좋다', '부드럽다', '좋다', '편하다', '좋다', '같다', '넓다', '있다', '좋다']",좋다 부드럽다 좋다 편하다 좋다 같다 넓다 있다 좋다,좋다 부드럽다 좋다 편하다 좋다 같다 넓다 있다 좋다,1,"['좋다', '부드럽다', '좋다', '편하다', '좋다', '같다', '넓다', '있다', '좋다']","['좋다', '부드럽다', '좋다', '편하다', '좋다', '같다', '넓다', '있다', '좋다']","[2, 36, 2, 21, 2, 5, 16, 4, 2]"
맛있게 잘 먹고 왔습니다,양식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
와 진짜 저 돈까스먹고 운 적 없었는데 눈물이 찔끔 나버렸습니다 눈에서 흐르는게 육즙인지 눈물인지 모를정도로 육즙팡팡 돈까스입니다삼산에선 여기 와서 드세요,일식,"['없다', '이다']",없다 이다,없다 이다,0,"['없다', '이다']","['없다', '이다']","[3, 11]"
네이버 검색후 방문실망 베이커리 그냥 무난 바스크치즈케익 부드럽지않고 그냥저냥 커피종류도 쏘쏘특별한거없는데 네이버후기보고 기대가 컸던것 같아요특별할것 없는 비싼 커피 마시고 왔네요,카페,"['부드럽다', '특별하다', '없다', '같다', '특별하다', '없다', '비싸다']",부드럽다 특별하다 없다 같다 특별하다 없다 비싸다,부드럽다 특별하다 없다 같다 특별하다 없다 비싸다,0,"['부드럽다', '특별하다', '없다', '같다', '특별하다', '없다', '비싸다']","['부드럽다', '특별하다', '없다', '같다', '특별하다', '없다', '비싸다']","[36, 33, 3, 5, 33, 3, 9]"
층 정원이 정말 이뻐요 베이커리 류도 맛있고 무엇보다 디카페인 메뉴가 있다는 점이 좋았어요,카페,"['이쁘다', '맛있다', '있다', '좋다']",이쁘다 맛있다 있다 좋다,이쁘다 맛있다 있다 좋다,1,"['이쁘다', '맛있다', '있다', '좋다']","['이쁘다', '맛있다', '있다', '좋다']","[32, 1, 4, 2]"
아백이나 텍 로드하우스 같은 곳이 익숙한 아이들이라 한번쯤 가볼만한거 같아 예약하고 다녀왔어요 리뷰글을 쓰기전에 다른분들 리뷰 보니 아이들이 있으면 아이들 먹게 까르보나라를 주신다는데 미취학 아동이어야 하는 건지 우리아이들은 그런 서비스 못받아서 좀 서운하네요 음식은 아이들마다 취향이 달라서 각각 다른 메뉴를 픽했어요 ,양식,"['같다', '익숙하다', '같다', '있다', '그렇다', '서운하다']",같다 익숙하다 같다 있다 그렇다 서운하다,같다 익숙하다 같다 있다 그렇다 서운하다,0,"['같다', '익숙하다', '같다', '있다', '그렇다', '서운하다']","['같다', '익숙하다', '같다', '있다', '그렇다', '서운하다']","[5, 257, 5, 4, 12, 234]"
고기가맛있어요 ㅎㅎㅎ잘먹었습니다담에또올게요,한식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
분위기도 좋은데 피자 파스타 음료 디저트까지 모두 성공적 리코타 치즈 샐러드 피자는 토핑이 푸짐해서 좋아요 왕방울 파스타도 안에 치즈가 엄청 꽉차있고 트러플 머쉬룸 리가토니는 크림베이스 좋아하시면 꼭 드셔보셔야합니당 다른 메뉴도 먹어보러 또 갈거에요,양식,"['좋다', '좋다', '좋아하다', '야하다']",좋다 좋다 좋아하다 야하다,좋다 좋다 좋아하다 야하다,1,"['좋다', '좋다', '좋아하다', '야하다']","['좋다', '좋다', '좋아하다', '야하다']","[2, 2, 23, 31]"
예약시간보다 조금 일찍 방문했는데친절하시고 좋았습니다매장이 조금 추워서 담요도 챙겨주시고맛있게먹었습다,양식,"['친절하다', '좋다', '춥다', '맛있다']",친절하다 좋다 춥다 맛있다,친절하다 좋다 춥다 맛있다,1,"['친절하다', '좋다', '춥다', '맛있다']","['친절하다', '좋다', '춥다', '맛있다']","[7, 2, 144, 1]"
비싸긴 하네요,카페,['비싸다'],비싸다,비싸다,0,['비싸다'],['비싸다'],[9]
신랑하고 생일맞이해서 예약하고 다녀왔어요코로나때문에 위생에 신경 많이 쓰시는것 같아서 안심하고 맛있게 식사할수 있었어요 로제파스타와 스테이크 샐러드 개 시켰는데 양도 너무너무 많고 타이거새우 껍질 손질도 잘 되어있고 파스타 식감이 너무너무 좋았어요  서빙하시는분 너무 친절하시고 굳이 저희가 부탁드리려하지않아도 홀에서 필요한것 알아서 잘 챙겨주시고 너무 감사했어요 단골될거같아요,양식,"['같다', '맛있다', '있다', '많다', '좋다', '친절하다', '부탁드리다', '필요하다', '같다']",같다 맛있다 있다 많다 좋다 친절하다 부탁드리다 필요하다 같다,같다 맛있다 있다 많다 좋다 친절하다 부탁드리다 필요하다 같다,1,"['같다', '맛있다', '있다', '많다', '좋다', '친절하다', '부탁드리다', '필요하다', '같다']","['같다', '맛있다', '있다', '많다', '좋다', '친절하다', '부탁드리다', '필요하다', '같다']","[5, 1, 4, 8, 2, 7, 79, 57, 5]"
인스타에서 보고 성남동 가면 무조건 가야지 했는데 드뎌 먹었어용 ㅠㅠ 아이스크림도 가득 초코칩도 가득 들었고 달달한데 빵이 진짜 맛있었어요 제가 먹어본 와플 중 가장 바삭하고 맛있었던  동네에도 있음 좋겠다 ㅠㅠ 사람이 꽤 있어서 줄서서 먹었어요,디저트,"['맛있다', '맛있다', '있다', '좋다', '있다']",맛있다 맛있다 있다 좋다 있다,맛있다 맛있다 있다 좋다 있다,1,"['맛있다', '맛있다', '있다', '좋다', '있다']","['맛있다', '맛있다', '있다', '좋다', '있다']","[1, 1, 4, 2, 4]"
단호박스프 최고맛집 이거 먹으러 간다고해도 과언이 아닙니다 다른 메뉴들도 다 맛있어요 예약하기 힘들고 갈때마다 시간씩 웨이팅하지만 그래도 가는 곳 ,양식,"['아니다', '맛있다', '힘들다']",아니다 맛있다 힘들다,아니다 맛있다 힘들다,0,"['아니다', '맛있다', '힘들다']","['아니다', '맛있다', '힘들다']","[6, 1, 24]"
넘 좋았어요,양식,['좋다'],좋다,좋다,1,['좋다'],['좋다'],[2]
명인의빵 궁금해서다녀왔어요 늦은시간방문이라 빵이별로없어 아쉬웠어요,카페,"['궁금하다', '없다', '아쉽다']",궁금하다 없다 아쉽다,궁금하다 없다 아쉽다,0,"['궁금하다', '없다', '아쉽다']","['궁금하다', '없다', '아쉽다']","[129, 3, 10]"
소고기집인데 소고기가젤맛없음ㅋㅋ,한식,['맛없다'],맛없다,맛없다,0,['맛없다'],['맛없다'],[27]
안이 좀 시끄러워요,카페,['시끄럽다'],시끄럽다,시끄럽다,0,['시끄럽다'],['시끄럽다'],[29]
사장님 대따 친절해요,양식,['친절하다'],친절하다,친절하다,1,['친절하다'],['친절하다'],[7]
가족 최애 외식 장소일요일 휴무여서 늘 아쉬웠는데이젠 휴무일이 평일로 바뀌어서 더 좋아요차슈 추가는 필수일본 잇푸도 라멘 차슈 먹어보고멘야 마쯔리 달동점 차슈가 얼마나 대존맛인지 더욱 깨닫게 됨,일식,"['아쉽다', '좋다']",아쉽다 좋다,아쉽다 좋다,1,"['아쉽다', '좋다']","['아쉽다', '좋다']","[10, 2]"
가자미에 매운탕 그리고 소주가 빠질 수 없죠친구랑 간만에 모인 건데 식당 참 잘 골랐다고 칭찬들었네요 ㅎㅎ 맛집 제대로 찾았어요,해산물,['없다'],없다,없다,0,['없다'],['없다'],[3]
위치좋고 매장 조용해서 좋아용 직원분들도 친절도넛은 원래 맛있어요ㅋ,디저트,"['좋다', '조용하다', '좋다', '맛있다']",좋다 조용하다 좋다 맛있다,좋다 조용하다 좋다 맛있다,1,"['좋다', '조용하다', '좋다', '맛있다']","['좋다', '조용하다', '좋다', '맛있다']","[2, 58, 2, 1]"
오늘 울산온겸 생각나서 브레이크 타임 끝나고 두번째 방문했는데 사람이 들어와도 여자 알바 인사 조차 없음 사람 온거 슥 보고는 착석하자 조금있다 명이냐 묻고는 컵이랑 무료 음료주심솔직히 여기서부터 쌔했는데 그냥 넘김 다른 리뷰에도 여자알바평적혀있듯주방 상황보니 단체주문했는지 배달 음식하고 포장하고 있었음 아무말 없이 기다렸는데 분이 지나도 우리 음식은 안나오고 주방이든 알바든 아무말없고 배달 음식만 만들기 바빠보였음홀은 우리밖에없엇는데 배달 음식이랑 홀을 주방에서 다 못칠것같으면 우리에게 오래걸릴것 같다고 양해라도구하던가 그러지도 않았고 배달음식 분동안 다 만들고 언제나오냐하니 이제 만들고있다함 총 분 기다려서 나옴주방이나 알바나 둘 다 똑같고 서비스 불친절함 다시안감,양식,"['없다', '있다', '솔직하다', '있다', '없다', '바쁘다', '없다', '같다', '같다', '그렇다', '똑같다', '불친절하다']",없다 있다 솔직하다 있다 없다 바쁘다 없다 같다 같다 그렇다 똑같다 불친절하다,없다 있다 솔직하다 있다 없다 바쁘다 없다 같다 같다 그렇다 똑같다 불친절하다,0,"['없다', '있다', '솔직하다', '있다', '없다', '바쁘다', '없다', '같다', '같다', '그렇다', '똑같다', '불친절하다']","['없다', '있다', '솔직하다', '있다', '없다', '바쁘다', '없다', '같다', '같다', '그렇다', '똑같다', '불친절하다']","[3, 4, 89, 4, 3, 22, 3, 5, 5, 12, 138, 14]"
