리뷰,음식유형,리뷰2,리뷰3,리뷰4,label,토큰화된리뷰
작년에 이어 올해도 앗백에서 생일파티를 했어요사람이 많이 없는 시간에 갔는데도 뭔가 어수선한 느낌이 들었어요  빵 더달라고 부탁했는데 남자분 깜박하시고 다행히 담당서버가 빵 가져다주셨지만요 음료도 잘못나오고 ㅎㅎ 그날따라 그랬던거겠죠 암튼 음식이 맛있어서 나쁘진 않았어요생일축하 해주셔서 감사했습니다 ㅎ,양식,"['없다', '어수선하다', '다행하다', '그렇다', '맛있다', '나쁘다']",없다 어수선하다 다행하다 그렇다 맛있다 나쁘다,없다 어수선하다 다행하다 그렇다 맛있다 나쁘다,0,"[3, 80, 150, 12, 1, 18]"
사실 오랫만에 사람들과 만남으로 고급지게 먹고 싶어서 예약 했는데비싼 가격만큼 음식의 퀄리티가 부족했어요음식이 많이 짰어요하지만 디저트는 짱이었네여ㅋㅋㅋ,양식,"['비싸다', '부족하다']",비싸다 부족하다,비싸다 부족하다,0,"[9, 39]"
몇년전에 방문 하구 이번에 다시 방문했는데 그때나 지금이나 너무너무 맛있어요  이번엔 크림새우 셋트 먹었는데 다음엔 알리오 셋트 먹으러 올려구요 ,한식,['맛있다'],맛있다,맛있다,1,[1]
맛있고 뷰도 좋고 가격은 좀 있긴하네요,카페,"['맛있다', '좋다', '있다']",맛있다 좋다 있다,맛있다 좋다 있다,1,"[1, 2, 4]"
넘 맛있어요  올만에 고기 왕창 먹었네욤  진짜 맛있으니까 꼭 드셔요 ,양식,"['맛있다', '맛있다']",맛있다 맛있다,맛있다 맛있다,1,"[1, 1]"
스테이크 맛집이라고 소문나서 다녀와봤어요 부드럽고 맛있네요 육즙이 살아있어요 식전빵도 맛있구요 롯백에 있어서 주차도 편하도 분위기도 좋아서 스테이크 먹고싶을때 또 가고싶어요,양식,"['부드럽다', '맛있다', '맛있다', '있다', '편하다', '좋다']",부드럽다 맛있다 맛있다 있다 편하다 좋다,부드럽다 맛있다 맛있다 있다 편하다 좋다,1,"[36, 1, 1, 4, 21, 2]"
친구 추천으로 왔는데 생각보다 가성비 좋고 너무 맛있어서 놀랐습니다 재방문 의사 있어요,일식,"['좋다', '맛있다', '있다']",좋다 맛있다 있다,좋다 맛있다 있다,1,"[2, 1, 4]"
바다를 끼고  있어 뷰가 너무 좋아요실내도 좋지만 층 야외뷰가 특히 좋습니다부산에서 울산까지 왔다가  너무 좋은곳을 발견했네요,카페,"['있다', '좋다', '좋다', '좋다', '좋다']",있다 좋다 좋다 좋다 좋다,있다 좋다 좋다 좋다 좋다,1,"[4, 2, 2, 2, 2]"
음식이 너무 맛있어요,퓨전,['맛있다'],맛있다,맛있다,1,[1]
동네에 이정도 퀄리티  아주 대만족  손님 겁나많음,양식,['많다'],많다,많다,1,[8]
주말이라 그런지 주차공간이 부족하네요,카페,"['그렇다', '부족하다']",그렇다 부족하다,그렇다 부족하다,0,"[12, 39]"
재료가신선해요,한식,['신선하다'],신선하다,신선하다,1,[34]
위생 너무 청결해서 좋았어요특히 연어초밥이 너무 맛있었는데 살짝 구워서 양파 올린 연어초밥 너무 맛있어서 한번 더 시켜먹었어요 나가사키짬뽕은 두번세번 드세요,일식,"['청결하다', '좋다', '맛있다', '맛있다']",청결하다 좋다 맛있다 맛있다,청결하다 좋다 맛있다 맛있다,1,"[73, 2, 1, 1]"
음식 맛있었어요,양식,['맛있다'],맛있다,맛있다,1,[1]
음식이 있었다 지금은 없었다맛죽였다 ㅎㅎ,일식,"['있다', '없다']",있다 없다,있다 없다,0,"[4, 3]"
중국음식점인데 엄청 깔끔해요 셀프바에 볶음밥이 있다고 했는데 없어도 채워주지 않네요 ㅎㅎㅎㅎ 음식주문하고 기다리고 있는데 시간은 좀 걸리는편인거 같아요 웨이팅까지 분째 기다리는중그래도 맛있어보여서 기대중,중식,"['깔끔하다', '있다', '없다', '있다', '같다', '맛있다']",깔끔하다 있다 없다 있다 같다 맛있다,깔끔하다 있다 없다 있다 같다 맛있다,1,"[15, 4, 3, 4, 5, 1]"
와 직원들 너무 불친절하네요 배달 시켜먹었을때 괜찮아서 매장도 방문했었데 음식도 별로고 무엇보다 직원이 너무 불친절해서 다시는 안갈겁니다 ,일식,"['불친절하다', '괜찮다', '불친절하다']",불친절하다 괜찮다 불친절하다,불친절하다 괜찮다 불친절하다,0,"[14, 17, 14]"
맛있고 분위기 주차 다 좋아요,한식,"['맛있다', '좋다']",맛있다 좋다,맛있다 좋다,1,"[1, 2]"
음식이 맛있어요,한식,['맛있다'],맛있다,맛있다,1,[1]
멀어도 찾아가고싶은 빵카페 맛집오레오 케잌은 순삭이라 사진이 없어요 ㅜㅜ비가와도 거리가 멀어도 우가포로 궈궈,카페,"['멀다', '없다', '멀다']",멀다 없다 멀다,멀다 없다 멀다,0,"[83, 3, 83]"
고기가비쌈,한식,['비싸다'],비싸다,비싸다,0,[9]
맛집이네요 짜장면과 짬뽕 특히나 탕수육 맛집입니다요즘 중식당 맛있는집 찾기 힘들었는데 진짜 맛집이네요강추합니다,중식,"['이다', '맛있다', '힘들다', '추하다']",이다 맛있다 힘들다 추하다,이다 맛있다 힘들다 추하다,0,"[11, 1, 24, 40]"
다시는 안가고 싶어요싱싱한 대게를 형제들과 먹고 싶었는데 다리는 말라서 살이 하나도 없고 몸통도 퍽퍽하고 짜기만하고 살이 껍질이랑 붙어서 빠지지도 않아요 정말 비싼 대게먹고 속항해요,해산물,"['싱싱하다', '없다', '비싸다']",싱싱하다 없다 비싸다,싱싱하다 없다 비싸다,0,"[131, 3, 9]"
냉소바 너무 시원하니 맛맀어요 음식도 다양하고푸짐하네요 ,일식,"['시원하다', '다양하다']",시원하다 다양하다,시원하다 다양하다,1,"[53, 30]"
근처 국밥집이 여기 밖에 없어서 그런가평범한 맛인데도 불구하고 줄을 서네요제 기준으로는 그저그런맛,한식,"['없다', '평범하다']",없다 평범하다,없다 평범하다,0,"[3, 121]"
좋아요,카페,['좋다'],좋다,좋다,1,[2]
년 넘게 다녔는데맛이 점점 이상해요서비스도 아쉽습니다된장찌게 돈주고 먹기엔 ㅜㅜ단골맛집 없어졌습니다,한식,"['이상하다', '아쉽다']",이상하다 아쉽다,이상하다 아쉽다,0,"[65, 10]"
세트 가격이 좀 비싸지만 맛은 있었어요,양식,"['비싸다', '있다']",비싸다 있다,비싸다 있다,0,"[9, 4]"
국밥에는 잘게 고기가 잘라 나오는게 신기합니다 뽀얀 국물이 맑은 편이고 수육은 아주 얇고 촉촉 야들야들한 스타일입니다,한식,"['신기하다', '뽀얗다', '얇다', '야들야들하다', '이다']",신기하다 뽀얗다 얇다 야들야들하다 이다,신기하다 뽀얗다 얇다 야들야들하다 이다,1,"[170, 139, 11]"
우리 아이들이 좋아하는곳,일식,['좋아하다'],좋아하다,좋아하다,1,[23]
가족들과 초밥먹으러아이들이 참 좋아해서 기분이 좋네요텐동메밀소바튀김우동 까지 모두 맛있었어요,일식,"['좋아하다', '좋다', '맛있다']",좋아하다 좋다 맛있다,좋아하다 좋다 맛있다,1,"[23, 2, 1]"
완전 맛나요대기가 귀찮지않아요,양식,['귀찮다'],귀찮다,귀찮다,0,[88]
로스트치킨마늘빵 맛있어요,양식,['맛있다'],맛있다,맛있다,1,[1]
화덕피자라 기대하고 갔는데 피자 맛은 그저그랬음봉골레 파스타도 짜고 다진마늘 맛이 많이 나서 맛 없었음 재방문의사 없음,양식,"['기대하다', '그렇다', '없다', '없다']",기대하다 그렇다 없다 없다,기대하다 그렇다 없다 없다,0,"[61, 12, 3, 3]"
부산에서 친구가 방문해서 들렸습니다 두번째 방문이고 제가 좋아하는 모던한 한옥 스타일 카페입니다 개인적으로 소파를 어디서 구입했는지 궁금할 정도로 푹신푹신해서 눕방하고 싶었어요 그리고 야외 테이블이 없었다가 생기니 더 좋아요 인원을 더 여유롭게 수용할 수 있고 시원한 여름을 느낄 수 있을 것 같네요 음료는 일단 시그니처 포밍 멜로우 디카페인 마셨고 제 친구는 아이스 엘리뇨 쿰척쿰척 맛있게 먹었습니다 ㅎㅎ너무 맛있어서 순삭했네요 음미하며 먹고 싶었는디 다음에 또 방문 예약이요  ,카페,"['좋아하다', '이다', '궁금하다', '없다', '좋다', '있다', '시원하다', '있다', '같다', '맛있다', '맛있다']",좋아하다 이다 궁금하다 없다 좋다 있다 시원하다 있다 같다 맛있다 맛있다,좋아하다 이다 궁금하다 없다 좋다 있다 시원하다 있다 같다 맛있다 맛있다,1,"[23, 11, 129, 3, 2, 4, 53, 4, 5, 1, 1]"
기본적으로 이 시국에 마스크도 안쓰고 요리하고 서빙하고 매우 불친절합니다 비싼 코스요리먹고 대접은 하나도 못받고 다음 요리도 몇번을 불러야 가져오고정말 돈아까웠어요,해산물,"['불친절하다', '비싸다', '아깝다']",불친절하다 비싸다 아깝다,불친절하다 비싸다 아깝다,0,"[14, 9, 20]"
아기와 갔었는데 직원분들이 친절하셨고음식도 맛있어서 기분좋은 점심했어요,일식,"['친절하다', '맛있다', '좋다']",친절하다 맛있다 좋다,친절하다 맛있다 좋다,1,"[7, 1, 2]"
가게 안이 너무 추워요일부러 찾아서 먹으러 왔는데 그정도는 아닌거 같아요,한식,"['춥다', '아니다', '같다']",춥다 아니다 같다,춥다 아니다 같다,0,"[144, 6, 5]"
너무 실망해서 리뷰씁니다활어초밥세트 시켰는데 너무 질기고 비렸어요두개는 씹자마자 뱉었고 나머지 개는 그냥 두고 왔어요 추가로 시킨 냉모밀은 그냥 뷔페에서 나오는 느낌입니다 ㅠ 다시는 안올거 같아요,일식,"['실망하다', '비리다', '이다', '같다']",실망하다 비리다 이다 같다,실망하다 비리 다 이다 같다,0,"[43, 78, 11, 5]"
예약체크하시는 여자분 불친절해요,양식,['불친절하다'],불친절하다,불친절하다,0,[14]
음식이  맛있고 깔끔해요 가끔 집에 있으면 생각이 나요,일식,"['맛있다', '깔끔하다', '있다']",맛있다 깔끔하다 있다,맛있다 깔끔하다 있다,1,"[1, 15, 4]"
예약하면 만원할인 또는 짬뽕물회 한개가 무료라더니제 값 다 받네요 허위광고였나요 앞으로 이런일이 없었으면 하네요,해산물,['없다'],없다,없다,0,[3]
화장실이 그렇게 더러운 음식점은 요즘가본적이 없는듯 세면대도 막혀서 씻은물이 가득차있고남자화장실도 엄청더럽더라고 하더라구요,양식,"['더럽다', '없다', '더럽다']",더럽다 없다 더럽다,더럽다 없다 더럽다,0,"[62, 3, 62]"
 맛있습니더 고기 좋지요  직접 구워서 나옵니다 친절합니더점심 잘 먹고 갑니더 ,한식,"['맛있다', '좋다', '친절하다']",맛있다 좋다 친절하다,맛있다 좋다 친절하다,1,"[1, 2, 7]"
넘 맛있어요 ,한식,['맛있다'],맛있다,맛있다,1,[1]
좋아용 굳굳굳,한식,"['좋다', '굳다', '굳다', '굳다']",좋다 굳다 굳다 굳다,좋다 굳다 굳다 굳다,1,"[2, 96, 96, 96]"
친구 생일이라 갔는데 요청사항 기억해주시고 레터링 해주셨어오 음식도 잘 먹었고 덕분에 기분 좋은 점심을 했어여 고맙습니다,양식,"['좋다', '고맙다']",좋다 고맙다,좋다 고맙다,1,[2]
맛있어요  ,일식,['맛있다'],맛있다,맛있다,1,[1]
아이졸업식하고 짜장면 먹고싶다해서 오랜만에 방문했는데 여전히 맛있네요애들이 짜장면 순삭하고 탕수육도 잘먹네요,중식,"['여전하다', '맛있다']",여전하다 맛있다,여전하다 맛있다,1,"[54, 1]"
가성비좋고 맛도좋아요,일식,"['좋다', '좋다']",좋다 좋다,좋다 좋다,1,"[2, 2]"
시 오픈인데시 분 분전에 들어왔다고웃음기하나없는 얼굴로 밖에서 기다렸다오세요 하더니시 분에 들어왔더니어떤 남자분이 걸레들고다니면서저기 밖에서 분더있다오세요 ㅡㅡ무슨 손님 응대가 이런지아점먹으러왔다가 들어가는 순간부터기분별로네요안에 접시정리해주시는 여직원분들도어딜보면서 다니는건지자기네들 오가며 속닥거리기바쁘고접시정리해주실때도 먼산보며접시만 휙 들고가시곸ㅋㅋ어떤 나이좀드신분들이 자리불편하다고임의로 옮기자 아래위로 훑어보고밥먹는내내 불친절하다고느꼈어요구글 평점이 왜이렇게 낮은지알거같았네요다음부터는 거르고싶은곳이에요,일식,"['없다', '어떻다', '덥다', '바쁘다', '어떻다', '불편하다', '불친절하다', '낮다', '같다']",없다 어떻다 덥다 바쁘다 어떻다 불편하다 불친절하다 낮다 같다,없다 어떻다 덥다 바쁘다 어떻다 불편하다 불친절하다 낮다 같다,0,"[3, 56, 25, 22, 56, 13, 14, 176, 5]"
맛은 쏘쏘분위기는 음너무 시끄러웠어요ㅜ,양식,['시끄럽다'],시끄럽다,시끄럽다,0,[29]
소문듣고 왔는데가성비 좋은곳은 인정하지만 메뉴 중 매콤까르보나라는매콤한맛을 매운고추로 안내고그 양꼬치집 라면스프같이 생긴 가루같은 맛이 나네요호불호 갈리는 재료를 음식에 안내없이 그냥 내는건정말 아닌거같아요극히 싫어하는지라 한입먹고 몇시간동안 속울렁거렸네요,양식,"['좋다', '맵다', '같다', '아니다', '같다', '싫어하다']",좋다 맵다 같다 아니다 같다 싫어하다,좋다 매다 같다 아니다 같다 싫어하다,0,"[2, 50, 5, 6, 5, 118]"
물막국수 먹으러 갔다가 냉모밀 새로 출시 되었길래 먹었는데 역시 맛있습니다 냉모밀 쳐돌인데 양도 많고 배부르게 잘 먹었어용ㅎㅎ 아주 귣,일식,"['새롭다', '맛있다', '많다', '배부르다']",새롭다 맛있다 많다 배부르다,새롭다 맛있다 많다 배부르다,1,"[51, 1, 8, 45]"
시 오픈 시간 보고 일부러 시간 맞춰갔는데 메뉴가 시 분부터 나온다고 하셔서 더 기다려야했어요 메뉴가 하나가 분 넘어서도 안나와서 여쭤보니 죄송하다는 말은 없이 그냥 핑계만 늘어놓으시더라구요ㅜㅜ 누락된거 같은데 예전에 매니저분은 이런 일 생기면 사과부터 하셨는데 예전같지 않은 느낌입니다 브레이크타임도 수정해주세요 시분부터 메뉴가 들어가면 그시간까지가 브레이크타임이죠 알바생분들이 저번에 바닥닦던 걸레로 테이블 닦는거 봤을때도 그냥 넘겼는데ㅜㅜ 좀 그렇네요ㅜㅜ,양식,"['야하다', '죄송하다', '같다', '이렇다', '같다', '이다', '그렇다']",야하다 죄송하다 같다 이렇다 같다 이다 그렇다,야하다 죄송하다 같다 이렇다 같다 이다 그렇다,0,"[31, 48, 5, 37, 5, 11, 12]"
사장님이친절해요,디저트,['친절하다'],친절하다,친절하다,1,[7]
새우살 맛있다,양식,['맛있다'],맛있다,맛있다,1,[1]
고기도 너무 맛있고 인분인데 양도 많아요 간절곶 갔다 들렀는데 잘 선택한것 같아요쌈장찌개도 ,한식,"['맛있다', '많다', '같다']",맛있다 많다 같다,맛있다 많다 같다,1,"[1, 8, 5]"
좋아요 ,양식,['좋다'],좋다,좋다,1,[2]
목요일 저녁도 이용해보고 주말도 이용해보았는데 음식 종류는 크게 다른게 없네요 ㅎㅎ 평일 저녁을 이용해야겠어요,양식,['없다'],없다,없다,0,[3]
맛을떠나 야박한식당 임관광지식당 보다 더함시쯤 갔는데시까지 마무리하라고 눈치 엄청줌빨리먹고 가라고 번이상테이블에 앉아있는데도 와서 치움,중식,['더하다'],더하다,더하다,1,[]
단호박 뇨끼는 일반적으로 생각하는 뇨끼가 아니었습니다 단호박 백설기를 크림 소스에 찍어서 먹는 느낌이랄까 그리고 플레이트는 딱 아는 맛  가격에 비해 아쉬웠습니다 리뷰를 보고 기대하고 방문했지만 개인적으로 맛과 친절도 모두 아쉬웠습니다 여직원분은 친절하셨지만 남직원분은 말투에 날이 서 있었습니다 바쁜게 손님 잘못은 아닐텐데 말이죠 썩 기분 좋은 식사는 아니었습니다,양식,"['아니다', '아쉽다', '기대하다', '아쉽다', '친절하다', '있다', '바쁘다', '아니다', '좋다', '아니다']",아니다 아쉽다 기대하다 아쉽다 친절하다 있다 바쁘다 아니다 좋다 아니다,아니다 아쉽다 기대하다 아쉽다 친절하다 있다 바쁘다 아니다 좋다 아니다,0,"[6, 10, 61, 10, 7, 4, 22, 6, 2, 6]"
